AIRLINE,SOURCE,DESTINATION,NEAREST_AIRPORT_SOURCE,NEAREST_AIRPORT_DESTINATION,IATA_SOURCE,IATA_DESTINATION,ROUTE,DEP_TIME,ARRIVAL_TIME,DURATION,TOTAL_STOPS,ADDITIONAL_INFO,PRICE,DIRECT_CONNECTING
Jeju Air,Seoul,Hong Kong,Incheon International Airport,Hong Kong International Airport,ICN,HKG,ICN -> HKG,09:57:00.000,13:22:00.000,03:25,0,In-flight meal not included,15260,Direct
Malaysia Airlines,Kuala Lumpur,Sydney,Kuala Lumpur International Airport,Sydney Kingsford Smith Airport,KUL,SYD,KUL -> SYD,07:34:00.000,15:49:00.000,08:15,0,No info,40420,Direct
Batik Air,Kuala Lumpur,Sydney,Kuala Lumpur International Airport,Sydney Kingsford Smith Airport,KUL,SYD,KUL -> SYD,08:19:00.000,16:34:00.000,08:15,0,No info,37850,Direct
AirAsia X,Kuala Lumpur,Sydney,Kuala Lumpur International Airport,Sydney Kingsford Smith Airport,KUL,SYD,KUL -> SYD,09:04:00.000,20:29:00.000,11:25,1,1 Long layover,32460,Connecting
Qantas Airways,Kuala Lumpur,Sydney,Kuala Lumpur International Airport,Sydney Kingsford Smith Airport,KUL,SYD,KUL -> SYD,09:49:00.000,18:04:00.000,08:15,0,Business class,47750,Direct
Virgin Australia,Kuala Lumpur,Sydney,Kuala Lumpur International Airport,Sydney Kingsford Smith Airport,KUL,SYD,KUL -> SYD,10:34:00.000,18:49:00.000,08:15,0,No info,43300,Direct
Malaysia Airlines,Sydney,Kuala Lumpur,Sydney Kingsford Smith Airport,Kuala Lumpur International Airport,SYD,KUL,SYD -> KUL,08:11:00.000,16:26:00.000,08:15,0,No info,40420,Direct
Batik Air,Sydney,Kuala Lumpur,Sydney Kingsford Smith Airport,Kuala Lumpur International Airport,SYD,KUL,SYD -> KUL,08:56:00.000,17:11:00.000,08:15,0,No info,37850,Direct
AirAsia X,Sydney,Kuala Lumpur,Sydney Kingsford Smith Airport,Kuala Lumpur International Airport,SYD,KUL,SYD -> KUL,09:41:00.000,21:06:00.000,11:25,1,1 Long layover,32460,Connecting
Qantas Airways,Sydney,Kuala Lumpur,Sydney Kingsford Smith Airport,Kuala Lumpur International Airport,SYD,KUL,SYD -> KUL,10:26:00.000,18:41:00.000,08:15,0,Business class,47750,Direct
Virgin Australia,Sydney,Kuala Lumpur,Sydney Kingsford Smith Airport,Kuala Lumpur International Airport,SYD,KUL,SYD -> KUL,11:11:00.000,19:26:00.000,08:15,0,No info,43300,Direct
Malaysia Airlines,Kuala Lumpur,Tokyo,Kuala Lumpur International Airport,Tokyo Narita International Airport,KUL,NRT,KUL -> NRT,08:48:00.000,16:03:00.000,07:15,0,No info,36120,Direct
All Nippon Airways,Kuala Lumpur,Tokyo,Kuala Lumpur International Airport,Tokyo Narita International Airport,KUL,NRT,KUL -> NRT,09:33:00.000,16:48:00.000,07:15,0,Business class,44350,Direct
Japan Airlines,Kuala Lumpur,Tokyo,Kuala Lumpur International Airport,Tokyo Narita International Airport,KUL,NRT,KUL -> NRT,10:18:00.000,17:33:00.000,07:15,0,Business class,44600,Direct
AirAsia X,Kuala Lumpur,Tokyo,Kuala Lumpur International Airport,Tokyo Narita International Airport,KUL,NRT,KUL -> NRT,11:03:00.000,21:28:00.000,10:25,1,1 Long layover,29310,Connecting
Batik Air,Kuala Lumpur,Tokyo,Kuala Lumpur International Airport,Tokyo Narita International Airport,KUL,NRT,KUL -> NRT,11:48:00.000,19:03:00.000,07:15,0,No info,34600,Direct
Malaysia Airlines,Tokyo,Kuala Lumpur,Tokyo Narita International Airport,Kuala Lumpur International Airport,NRT,KUL,NRT -> KUL,09:25:00.000,16:40:00.000,07:15,0,No info,36120,Direct
All Nippon Airways,Tokyo,Kuala Lumpur,Tokyo Narita International Airport,Kuala Lumpur International Airport,NRT,KUL,NRT -> KUL,10:10:00.000,17:25:00.000,07:15,0,Business class,44350,Direct
Japan Airlines,Tokyo,Kuala Lumpur,Tokyo Narita International Airport,Kuala Lumpur International Airport,NRT,KUL,NRT -> KUL,10:55:00.000,18:10:00.000,07:15,0,Business class,44600,Direct
AirAsia X,Tokyo,Kuala Lumpur,Tokyo Narita International Airport,Kuala Lumpur International Airport,NRT,KUL,NRT -> KUL,11:40:00.000,22:05:00.000,10:25,1,1 Long layover,29310,Connecting
Batik Air,Tokyo,Kuala Lumpur,Tokyo Narita International Airport,Kuala Lumpur International Airport,NRT,KUL,NRT -> KUL,12:25:00.000,19:40:00.000,07:15,0,No info,34600,Direct
Malaysia Airlines,Kuala Lumpur,Perth,Kuala Lumpur International Airport,Perth Airport,KUL,PER,KUL -> PER,10:02:00.000,15:37:00.000,05:35,0,No info,22360,Direct
Batik Air,Kuala Lumpur,Perth,Kuala Lumpur International Airport,Perth Airport,KUL,PER,KUL -> PER,10:47:00.000,16:22:00.000,05:35,0,No info,21050,Direct
AirAsia X,Kuala Lumpur,Perth,Kuala Lumpur International Airport,Perth Airport,KUL,PER,KUL -> PER,11:32:00.000,20:17:00.000,08:45,1,1 Long layover,18180,Connecting
Qantas Airways,Kuala Lumpur,Perth,Kuala Lumpur International Airport,Perth Airport,KUL,PER,KUL -> PER,12:17:00.000,17:52:00.000,05:35,0,Business class,26750,Direct
Virgin Australia,Kuala Lumpur,Perth,Kuala Lumpur International Airport,Perth Airport,KUL,PER,KUL -> PER,13:02:00.000,18:37:00.000,05:35,0,No info,24400,Direct
Malaysia Airlines,Perth,Kuala Lumpur,Perth Airport,Kuala Lumpur International Airport,PER,KUL,PER -> KUL,10:39:00.000,16:14:00.000,05:35,0,No info,22360,Direct
Batik Air,Perth,Kuala Lumpur,Perth Airport,Kuala Lumpur International Airport,PER,KUL,PER -> KUL,11:24:00.000,16:59:00.000,05:35,0,No info,21050,Direct
AirAsia X,Perth,Kuala Lumpur,Perth Airport,Kuala Lumpur International Airport,PER,KUL,PER -> KUL,12:09:00.000,20:54:00.000,08:45,1,1 Long layover,18180,Connecting
Qantas Airways,Perth,Kuala Lumpur,Perth Airport,Kuala Lumpur International Airport,PER,KUL,PER -> KUL,12:54:00.000,18:29:00.000,05:35,0,Business class,26750,Direct
Virgin Australia,Perth,Kuala Lumpur,Perth Airport,Kuala Lumpur International Airport,PER,KUL,PER -> KUL,13:39:00.000,19:14:00.000,05:35,0,No info,24400,Direct
Thai Airways,Bangkok,Sydney,Suvarnabhumi Airport,Sydney Kingsford Smith Airport,BKK,SYD,BKK -> SYD,11:16:00.000,20:21:00.000,09:05,0,Business class,47000,Direct
Qantas Airways,Bangkok,Sydney,Suvarnabhumi Airport,Sydney Kingsford Smith Airport,BKK,SYD,BKK -> SYD,12:01:00.000,21:06:00.000,09:05,0,Business class,50250,Direct
Jetstar Airways,Bangkok,Sydney,Suvarnabhumi Airport,Sydney Kingsford Smith Airport,BKK,SYD,BKK -> SYD,12:46:00.000,21:51:00.000,09:05,0,In-flight meal not included,31500,Direct
Thai AirAsia X,Bangkok,Sydney,Suvarnabhumi Airport,Sydney Kingsford Smith Airport,BKK,SYD,BKK -> SYD,13:31:00.000,01:26:00.000,11:55,1,In-flight meal not included,30750,Connecting
Scoot,Bangkok,Sydney,Suvarnabhumi Airport,Sydney Kingsford Smith Airport,BKK,SYD,BKK -> SYD,14:16:00.000,23:21:00.000,09:05,0,In-flight meal not included,31000,Direct
Thai Airways,Sydney,Bangkok,Sydney Kingsford Smith Airport,Suvarnabhumi Airport,SYD,BKK,SYD -> BKK,11:53:00.000,20:58:00.000,09:05,0,Business class,47000,Direct
Qantas Airways,Sydney,Bangkok,Sydney Kingsford Smith Airport,Suvarnabhumi Airport,SYD,BKK,SYD -> BKK,12:38:00.000,21:43:00.000,09:05,0,Business class,50250,Direct
Jetstar Airways,Sydney,Bangkok,Sydney Kingsford Smith Airport,Suvarnabhumi Airport,SYD,BKK,SYD -> BKK,13:23:00.000,22:28:00.000,09:05,0,In-flight meal not included,31500,Direct
Thai AirAsia X,Sydney,Bangkok,Sydney Kingsford Smith Airport,Suvarnabhumi Airport,SYD,BKK,SYD -> BKK,14:08:00.000,02:03:00.000,11:55,1,In-flight meal not included,30750,Connecting
Scoot,Sydney,Bangkok,Sydney Kingsford Smith Airport,Suvarnabhumi Airport,SYD,BKK,SYD -> BKK,14:53:00.000,23:58:00.000,09:05,0,In-flight meal not included,31000,Direct
Thai Airways,Bangkok,Hong Kong,Suvarnabhumi Airport,Hong Kong International Airport,BKK,HKG,BKK -> HKG,12:30:00.000,15:10:00.000,02:40,0,Business class,17860,Direct
Cathay Pacific,Bangkok,Hong Kong,Suvarnabhumi Airport,Hong Kong International Airport,BKK,HKG,BKK -> HKG,13:15:00.000,15:55:00.000,02:40,0,Business class,19250,Direct
HK Express,Bangkok,Hong Kong,Suvarnabhumi Airport,Hong Kong International Airport,BKK,HKG,BKK -> HKG,14:00:00.000,16:40:00.000,02:40,0,No info,12850,Direct
Thai AirAsia X,Bangkok,Hong Kong,Suvarnabhumi Airport,Hong Kong International Airport,BKK,HKG,BKK -> HKG,14:45:00.000,20:15:00.000,05:30,1,In-flight meal not included,12150,Connecting
VietJet Air,Bangkok,Hong Kong,Suvarnabhumi Airport,Hong Kong International Airport,BKK,HKG,BKK -> HKG,15:30:00.000,18:10:00.000,02:40,0,In-flight meal not included,11829,Direct
Thai Airways,Hong Kong,Bangkok,Hong Kong International Airport,Suvarnabhumi Airport,HKG,BKK,HKG -> BKK,13:07:00.000,15:47:00.000,02:40,0,Business class,17860,Direct
Cathay Pacific,Hong Kong,Bangkok,Hong Kong International Airport,Suvarnabhumi Airport,HKG,BKK,HKG -> BKK,13:52:00.000,16:32:00.000,02:40,0,Business class,19250,Direct
HK Express,Hong Kong,Bangkok,Hong Kong International Airport,Suvarnabhumi Airport,HKG,BKK,HKG -> BKK,14:37:00.000,17:17:00.000,02:40,0,No info,12850,Direct
Thai AirAsia X,Hong Kong,Bangkok,Hong Kong International Airport,Suvarnabhumi Airport,HKG,BKK,HKG -> BKK,15:22:00.000,20:52:00.000,05:30,1,In-flight meal not included,12150,Connecting
VietJet Air,Hong Kong,Bangkok,Hong Kong International Airport,Suvarnabhumi Airport,HKG,BKK,HKG -> BKK,16:07:00.000,18:47:00.000,02:40,0,In-flight meal not included,11829,Direct
Thai Airways,Bangkok,Seoul,Suvarnabhumi Airport,Incheon International Airport,BKK,ICN,BKK -> ICN,13:44:00.000,19:14:00.000,05:30,0,Business class,30080,Direct
Korean Air,Bangkok,Seoul,Suvarnabhumi Airport,Incheon International Airport,BKK,ICN,BKK -> ICN,14:29:00.000,19:59:00.000,05:30,0,Business class,32890,Direct
Asiana Airlines,Bangkok,Seoul,Suvarnabhumi Airport,Incheon International Airport,BKK,ICN,BKK -> ICN,15:14:00.000,20:44:00.000,05:30,0,No info,29940,Direct
T'way Air,Bangkok,Seoul,Suvarnabhumi Airport,Incheon International Airport,BKK,ICN,BKK -> ICN,15:59:00.000,21:29:00.000,05:30,0,In-flight meal not included,21230,Direct
Thai AirAsia X,Bangkok,Seoul,Suvarnabhumi Airport,Incheon International Airport,BKK,ICN,BKK -> ICN,16:44:00.000,01:04:00.000,08:20,1,In-flight meal not included,20200,Connecting
Thai Airways,Seoul,Bangkok,Incheon International Airport,Suvarnabhumi Airport,ICN,BKK,ICN -> BKK,14:21:00.000,19:51:00.000,05:30,0,Business class,30080,Direct
Korean Air,Seoul,Bangkok,Incheon International Airport,Suvarnabhumi Airport,ICN,BKK,ICN -> BKK,15:06:00.000,20:36:00.000,05:30,0,Business class,32890,Direct
Asiana Airlines,Seoul,Bangkok,Incheon International Airport,Suvarnabhumi Airport,ICN,BKK,ICN -> BKK,15:51:00.000,21:21:00.000,05:30,0,No info,29940,Direct
T'way Air,Seoul,Bangkok,Incheon International Airport,Suvarnabhumi Airport,ICN,BKK,ICN -> BKK,16:36:00.000,22:06:00.000,05:30,0,In-flight meal not included,21230,Direct
Thai AirAsia X,Seoul,Bangkok,Incheon International Airport,Suvarnabhumi Airport,ICN,BKK,ICN -> BKK,17:21:00.000,01:41:00.000,08:20,1,In-flight meal not included,20200,Connecting
Garuda Indonesia,Jakarta,Sydney,Soekarno-Hatta International Airport,Sydney Kingsford Smith Airport,CGK,SYD,CGK -> SYD,14:58:00.000,21:58:00.000,07:00,0,Business class,42320,Direct
Qantas Airways,Jakarta,Sydney,Soekarno-Hatta International Airport,Sydney Kingsford Smith Airport,CGK,SYD,CGK -> SYD,15:43:00.000,22:43:00.000,07:00,0,Business class,46250,Direct
Batik Air,Jakarta,Sydney,Soekarno-Hatta International Airport,Sydney Kingsford Smith Airport,CGK,SYD,CGK -> SYD,16:28:00.000,23:28:00.000,07:00,0,No info,37300,Direct
Jetstar Airways,Jakarta,Sydney,Soekarno-Hatta International Airport,Sydney Kingsford Smith Airport,CGK,SYD,CGK -> SYD,17:13:00.000,00:13:00.000,07:00,0,In-flight meal not included,29270,Direct
Virgin Australia,Jakarta,Sydney,Soekarno-Hatta International Airport,Sydney Kingsford Smith Airport,CGK,SYD,CGK -> SYD,17:58:00.000,00:58:00.000,07:00,0,No info,42400,Direct
Garuda Indonesia,Sydney,Jakarta,Sydney Kingsford Smith Airport,Soekarno-Hatta International Airport,SYD,CGK,SYD -> CGK,15:35:00.000,22:35:00.000,07:00,0,Business class,42320,Direct
Qantas Airways,Sydney,Jakarta,Sydney Kingsford Smith Airport,Soekarno-Hatta International Airport,SYD,CGK,SYD -> CGK,16:20:00.000,23:20:00.000,07:00,0,Business class,46250,Direct
Batik Air,Sydney,Jakarta,Sydney Kingsford Smith Airport,Soekarno-Hatta International Airport,SYD,CGK,SYD -> CGK,17:05:00.000,00:05:00.000,07:00,0,No info,37300,Direct
Jetstar Airways,Sydney,Jakarta,Sydney Kingsford Smith Airport,Soekarno-Hatta International Airport,SYD,CGK,SYD -> CGK,17:50:00.000,00:50:00.000,07:00,0,In-flight meal not included,29270,Direct
Virgin Australia,Sydney,Jakarta,Sydney Kingsford Smith Airport,Soekarno-Hatta International Airport,SYD,CGK,SYD -> CGK,18:35:00.000,01:35:00.000,07:00,0,No info,42400,Direct
Garuda Indonesia,Jakarta,Melbourne,Soekarno-Hatta International Airport,Melbourne Tullamarine Airport,CGK,MEL,CGK -> MEL,16:12:00.000,23:32:00.000,07:20,0,Business class,41400,Direct
Qantas Airways,Jakarta,Melbourne,Soekarno-Hatta International Airport,Melbourne Tullamarine Airport,CGK,MEL,CGK -> MEL,16:57:00.000,00:17:00.000,07:20,0,Business class,45250,Direct
Batik Air,Jakarta,Melbourne,Soekarno-Hatta International Airport,Melbourne Tullamarine Airport,CGK,MEL,CGK -> MEL,17:42:00.000,01:02:00.000,07:20,0,No info,36500,Direct
Jetstar Airways,Jakarta,Melbourne,Soekarno-Hatta International Airport,Melbourne Tullamarine Airport,CGK,MEL,CGK -> MEL,18:27:00.000,01:47:00.000,07:20,0,In-flight meal not included,28650,Direct
Virgin Australia,Jakarta,Melbourne,Soekarno-Hatta International Airport,Melbourne Tullamarine Airport,CGK,MEL,CGK -> MEL,19:12:00.000,02:32:00.000,07:20,0,No info,41500,Direct
Garuda Indonesia,Melbourne,Jakarta,Melbourne Tullamarine Airport,Soekarno-Hatta International Airport,MEL,CGK,MEL -> CGK,16:49:00.000,00:09:00.000,07:20,0,Business class,41400,Direct
Qantas Airways,Melbourne,Jakarta,Melbourne Tullamarine Airport,Soekarno-Hatta International Airport,MEL,CGK,MEL -> CGK,17:34:00.000,00:54:00.000,07:20,0,Business class,45250,Direct
Batik Air,Melbourne,Jakarta,Melbourne Tullamarine Airport,Soekarno-Hatta International Airport,MEL,CGK,MEL -> CGK,18:19:00.000,01:39:00.000,07:20,0,No info,36500,Direct
Jetstar Airways,Melbourne,Jakarta,Melbourne Tullamarine Airport,Soekarno-Hatta International Airport,MEL,CGK,MEL -> CGK,19:04:00.000,02:24:00.000,07:20,0,In-flight meal not included,28650,Direct
Virgin Australia,Melbourne,Jakarta,Melbourne Tullamarine Airport,Soekarno-Hatta International Airport,MEL,CGK,MEL -> CGK,19:49:00.000,03:09:00.000,07:20,0,No info,41500,Direct
Garuda Indonesia,Jakarta,Perth,Soekarno-Hatta International Airport,Perth Airport,CGK,PER,CGK -> PER,17:26:00.000,22:11:00.000,04:45,0,Business class,23920,Direct
Batik Air,Jakarta,Perth,Soekarno-Hatta International Airport,Perth Airport,CGK,PER,CGK -> PER,18:11:00.000,22:56:00.000,04:45,0,No info,21050,Direct
AirAsia X,Jakarta,Perth,Soekarno-Hatta International Airport,Perth Airport,CGK,PER,CGK -> PER,18:56:00.000,02:51:00.000,07:55,1,1 Long layover,18180,Connecting
Jetstar Airways,Jakarta,Perth,Soekarno-Hatta International Airport,Perth Airport,CGK,PER,CGK -> PER,19:41:00.000,00:26:00.000,04:45,0,In-flight meal not included,16870,Direct
Virgin Australia,Jakarta,Perth,Soekarno-Hatta International Airport,Perth Airport,CGK,PER,CGK -> PER,20:26:00.000,01:11:00.000,04:45,0,No info,24400,Direct
Garuda Indonesia,Perth,Jakarta,Perth Airport,Soekarno-Hatta International Airport,PER,CGK,PER -> CGK,18:03:00.000,22:48:00.000,04:45,0,Business class,23920,Direct
Batik Air,Perth,Jakarta,Perth Airport,Soekarno-Hatta International Airport,PER,CGK,PER -> CGK,18:48:00.000,23:33:00.000,04:45,0,No info,21050,Direct
AirAsia X,Perth,Jakarta,Perth Airport,Soekarno-Hatta International Airport,PER,CGK,PER -> CGK,19:33:00.000,03:28:00.000,07:55,1,1 Long layover,18180,Connecting
Jetstar Airways,Perth,Jakarta,Perth Airport,Soekarno-Hatta International Airport,PER,CGK,PER -> CGK,20:18:00.000,01:03:00.000,04:45,0,In-flight meal not included,16870,Direct
Virgin Australia,Perth,Jakarta,Perth Airport,Soekarno-Hatta International Airport,PER,CGK,PER -> CGK,21:03:00.000,01:48:00.000,04:45,0,No info,24400,Direct
Philippine Airlines,Manila,Sydney,Ninoy Aquino International Airport,Sydney Kingsford Smith Airport,MNL,SYD,MNL -> SYD,18:40:00.000,02:40:00.000,08:00,0,Business class,41360,Direct
Qantas Airways,Manila,Sydney,Ninoy Aquino International Airport,Sydney Kingsford Smith Airport,MNL,SYD,MNL -> SYD,19:25:00.000,03:25:00.000,08:00,0,Business class,47250,Direct
Cebu Pacific,Manila,Sydney,Ninoy Aquino International Airport,Sydney Kingsford Smith Airport,MNL,SYD,MNL -> SYD,20:10:00.000,04:10:00.000,08:00,0,In-flight meal not included,26350,Direct
Jetstar Airways,Manila,Sydney,Ninoy Aquino International Airport,Sydney Kingsford Smith Airport,MNL,SYD,MNL -> SYD,20:55:00.000,04:55:00.000,08:00,0,In-flight meal not included,29890,Direct
Virgin Australia,Manila,Sydney,Ninoy Aquino International Airport,Sydney Kingsford Smith Airport,MNL,SYD,MNL -> SYD,21:40:00.000,05:40:00.000,08:00,0,No info,43300,Direct
Philippine Airlines,Sydney,Manila,Sydney Kingsford Smith Airport,Ninoy Aquino International Airport,SYD,MNL,SYD -> MNL,19:17:00.000,03:17:00.000,08:00,0,Business class,41360,Direct
Qantas Airways,Sydney,Manila,Sydney Kingsford Smith Airport,Ninoy Aquino International Airport,SYD,MNL,SYD -> MNL,20:02:00.000,04:02:00.000,08:00,0,Business class,47250,Direct
Cebu Pacific,Sydney,Manila,Sydney Kingsford Smith Airport,Ninoy Aquino International Airport,SYD,MNL,SYD -> MNL,20:47:00.000,04:47:00.000,08:00,0,In-flight meal not included,26350,Direct
Jetstar Airways,Sydney,Manila,Sydney Kingsford Smith Airport,Ninoy Aquino International Airport,SYD,MNL,SYD -> MNL,21:32:00.000,05:32:00.000,08:00,0,In-flight meal not included,29890,Direct
Virgin Australia,Sydney,Manila,Sydney Kingsford Smith Airport,Ninoy Aquino International Airport,SYD,MNL,SYD -> MNL,22:17:00.000,06:17:00.000,08:00,0,No info,43300,Direct
Philippine Airlines,Manila,Seoul,Ninoy Aquino International Airport,Incheon International Airport,MNL,ICN,MNL -> ICN,19:54:00.000,00:24:00.000,04:30,0,Business class,22000,Direct
Korean Air,Manila,Seoul,Ninoy Aquino International Airport,Incheon International Airport,MNL,ICN,MNL -> ICN,20:39:00.000,01:09:00.000,04:30,0,Business class,25750,Direct
Asiana Airlines,Manila,Seoul,Ninoy Aquino International Airport,Incheon International Airport,MNL,ICN,MNL -> ICN,21:24:00.000,01:54:00.000,04:30,0,No info,23500,Direct
Cebu Pacific,Manila,Seoul,Ninoy Aquino International Airport,Incheon International Airport,MNL,ICN,MNL -> ICN,22:09:00.000,02:39:00.000,04:30,0,In-flight meal not included,14500,Direct
T'way Air,Manila,Seoul,Ninoy Aquino International Airport,Incheon International Airport,MNL,ICN,MNL -> ICN,22:54:00.000,03:24:00.000,04:30,0,In-flight meal not included,17000,Direct
Philippine Airlines,Seoul,Manila,Incheon International Airport,Ninoy Aquino International Airport,ICN,MNL,ICN -> MNL,20:31:00.000,01:01:00.000,04:30,0,Business class,22000,Direct
Korean Air,Seoul,Manila,Incheon International Airport,Ninoy Aquino International Airport,ICN,MNL,ICN -> MNL,21:16:00.000,01:46:00.000,04:30,0,Business class,25750,Direct
Asiana Airlines,Seoul,Manila,Incheon International Airport,Ninoy Aquino International Airport,ICN,MNL,ICN -> MNL,22:01:00.000,02:31:00.000,04:30,0,No info,23500,Direct
Cebu Pacific,Seoul,Manila,Incheon International Airport,Ninoy Aquino International Airport,ICN,MNL,ICN -> MNL,22:46:00.000,03:16:00.000,04:30,0,In-flight meal not included,14500,Direct
T'way Air,Seoul,Manila,Incheon International Airport,Ninoy Aquino International Airport,ICN,MNL,ICN -> MNL,23:31:00.000,04:01:00.000,04:30,0,In-flight meal not included,17000,Direct
Vietnam Airlines,Ho Chi Minh City,Sydney,Tan Son Nhat International Airport,Sydney Kingsford Smith Airport,SGN,SYD,SGN -> SYD,21:08:00.000,05:58:00.000,08:50,0,No info,44200,Direct
Qantas Airways,Ho Chi Minh City,Sydney,Tan Son Nhat International Airport,Sydney Kingsford Smith Airport,SGN,SYD,SGN -> SYD,21:53:00.000,06:43:00.000,08:50,0,Business class,52250,Direct
VietJet Air,Ho Chi Minh City,Sydney,Tan Son Nhat International Airport,Sydney Kingsford Smith Airport,SGN,SYD,SGN -> SYD,22:38:00.000,07:28:00.000,08:50,0,In-flight meal not included,30139,Direct
Jetstar Airways,Ho Chi Minh City,Sydney,Tan Son Nhat International Airport,Sydney Kingsford Smith Airport,SGN,SYD,SGN -> SYD,23:23:00.000,08:13:00.000,08:50,0,In-flight meal not included,32990,Direct
Bamboo Airways,Ho Chi Minh City,Sydney,Tan Son Nhat International Airport,Sydney Kingsford Smith Airport,SGN,SYD,SGN -> SYD,00:08:00.000,08:58:00.000,08:50,0,No info,44160,Direct
Vietnam Airlines,Sydney,Ho Chi Minh City,Sydney Kingsford Smith Airport,Tan Son Nhat International Airport,SYD,SGN,SYD -> SGN,21:45:00.000,06:35:00.000,08:50,0,No info,44200,Direct
Qantas Airways,Sydney,Ho Chi Minh City,Sydney Kingsford Smith Airport,Tan Son Nhat International Airport,SYD,SGN,SYD -> SGN,22:30:00.000,07:20:00.000,08:50,0,Business class,52250,Direct
VietJet Air,Sydney,Ho Chi Minh City,Sydney Kingsford Smith Airport,Tan Son Nhat International Airport,SYD,SGN,SYD -> SGN,23:15:00.000,08:05:00.000,08:50,0,In-flight meal not included,30139,Direct
Jetstar Airways,Sydney,Ho Chi Minh City,Sydney Kingsford Smith Airport,Tan Son Nhat International Airport,SYD,SGN,SYD -> SGN,00:00:00.000,08:50:00.000,08:50,0,In-flight meal not included,32990,Direct
Bamboo Airways,Sydney,Ho Chi Minh City,Sydney Kingsford Smith Airport,Tan Son Nhat International Airport,SYD,SGN,SYD -> SGN,00:45:00.000,09:35:00.000,08:50,0,No info,44160,Direct
Vietnam Airlines,Hanoi,Seoul,Noi Bai International Airport,Incheon International Airport,HAN,ICN,HAN -> ICN,22:22:00.000,02:12:00.000,03:50,0,No info,18700,Direct
Korean Air,Hanoi,Seoul,Noi Bai International Airport,Incheon International Airport,HAN,ICN,HAN -> ICN,23:07:00.000,02:57:00.000,03:50,0,Business class,22690,Direct
Asiana Airlines,Hanoi,Seoul,Noi Bai International Airport,Incheon International Airport,HAN,ICN,HAN -> ICN,23:52:00.000,03:42:00.000,03:50,0,No info,20740,Direct
VietJet Air,Hanoi,Seoul,Noi Bai International Airport,Incheon International Airport,HAN,ICN,HAN -> ICN,00:37:00.000,04:27:00.000,03:50,0,In-flight meal not included,13289,Direct
T'way Air,Hanoi,Seoul,Noi Bai International Airport,Incheon International Airport,HAN,ICN,HAN -> ICN,01:22:00.000,05:12:00.000,03:50,0,In-flight meal not included,15080,Direct
Vietnam Airlines,Seoul,Hanoi,Incheon International Airport,Noi Bai International Airport,ICN,HAN,ICN -> HAN,22:59:00.000,02:49:00.000,03:50,0,No info,18700,Direct
Korean Air,Seoul,Hanoi,Incheon International Airport,Noi Bai International Airport,ICN,HAN,ICN -> HAN,23:44:00.000,03:34:00.000,03:50,0,Business class,22690,Direct
Asiana Airlines,Seoul,Hanoi,Incheon International Airport,Noi Bai International Airport,ICN,HAN,ICN -> HAN,00:29:00.000,04:19:00.000,03:50,0,No info,20740,Direct
VietJet Air,Seoul,Hanoi,Incheon International Airport,Noi Bai International Airport,ICN,HAN,ICN -> HAN,01:14:00.000,05:04:00.000,03:50,0,In-flight meal not included,13289,Direct
T'way Air,Seoul,Hanoi,Incheon International Airport,Noi Bai International Airport,ICN,HAN,ICN -> HAN,01:59:00.000,05:49:00.000,03:50,0,In-flight meal not included,15080,Direct
Air India,Delhi,Hong Kong,Indira Gandhi International Airport,Hong Kong International Airport,DEL,HKG,DEL -> HKG,23:36:00.000,04:56:00.000,05:20,0,No info,27060,Direct
Vistara,Delhi,Hong Kong,Indira Gandhi International Airport,Hong Kong International Airport,DEL,HKG,DEL -> HKG,00:21:00.000,05:41:00.000,05:20,0,Business class,29950,Direct
Cathay Pacific,Delhi,Hong Kong,Indira Gandhi International Airport,Hong Kong International Airport,DEL,HKG,DEL -> HKG,01:06:00.000,06:26:00.000,05:20,0,Business class,33500,Direct
IndiGo,Delhi,Hong Kong,Indira Gandhi International Airport,Hong Kong International Airport,DEL,HKG,DEL -> HKG,01:51:00.000,07:11:00.000,05:20,0,In-flight meal not included,19890,Direct
Hong Kong Airlines,Delhi,Hong Kong,Indira Gandhi International Airport,Hong Kong International Airport,DEL,HKG,DEL -> HKG,02:36:00.000,07:56:00.000,05:20,0,No info,26740,Direct
Air India,Hong Kong,Delhi,Hong Kong International Airport,Indira Gandhi International Airport,HKG,DEL,HKG -> DEL,00:13:00.000,05:33:00.000,05:20,0,No info,27060,Direct
Vistara,Hong Kong,Delhi,Hong Kong International Airport,Indira Gandhi International Airport,HKG,DEL,HKG -> DEL,00:58:00.000,06:18:00.000,05:20,0,Business class,29950,Direct
Cathay Pacific,Hong Kong,Delhi,Hong Kong International Airport,Indira Gandhi International Airport,HKG,DEL,HKG -> DEL,01:43:00.000,07:03:00.000,05:20,0,Business class,33500,Direct
IndiGo,Hong Kong,Delhi,Hong Kong International Airport,Indira Gandhi International Airport,HKG,DEL,HKG -> DEL,02:28:00.000,07:48:00.000,05:20,0,In-flight meal not included,19890,Direct
Hong Kong Airlines,Hong Kong,Delhi,Hong Kong International Airport,Indira Gandhi International Airport,HKG,DEL,HKG -> DEL,03:13:00.000,08:33:00.000,05:20,0,No info,26740,Direct
Air India,Mumbai,Hong Kong,Chhatrapati Shivaji Maharaj International Airport,Hong Kong International Airport,BOM,HKG,BOM -> HKG,00:50:00.000,06:00:00.000,05:10,0,No info,26650,Direct
